A:1|T(12,1) order 12|0|1,2,3,4,5,6,5,4,3,2,1,1,2,3,4,5,6,5,4,3,2,1,2,3,4,5,6,5,4,3,1,2,3,4,5,6,5,4,1,2,3,4,5,6,5,1,2,3,4,5,6,1,2,3,4,5,1,2,3,4,1,2,3,1,2,1
A:2|T(12,2) order 12|0|1,2,3,4,1,5,6,4,7,2,6,6,2,7,4,6,5,1,4,3,2,1,2,3,4,1,5,6,4,7,6,2,7,4,6,5,1,4,1,2,3,4,1,5,6,6,2,7,4,6,5,1,2,3,4,1,6,2,7,4,1,2,3,6,2,1
A:3|T(12,3) order 12|2|1,2,3,4,5,6,3,4,7,8,9,9,8,7,4,3,6,5,4,3,2,7,8,3,4,5,6,3,4,1,9,2,1,4,3,6,5,4,1,2,3,4,5,6,3,9,8,7,4,3,6,7,8,3,4,5,9,2,1,4,1,2,3,9,8,7
A:4|T(12,4) order 12|0|1,2,3,4,5,6,2,4,7,5,1,5,5,3,4,2,7,2,4,6,1,5,1,7,4,2,3,1,4,6,2,2,7,4,1,6,1,4,2,5,6,4,1,7,5,1,1,6,4,5,3,1,2,3,4,5,5,5,3,4,5,1,7,2,2,2
A:5|T(12,5) order 12|0|1,2,3,4,5,6,1,4,3,2,5,5,2,3,4,1,6,5,4,3,2,1,2,3,4,5,6,1,4,3,5,2,3,4,1,6,5,4,1,2,3,4,5,6,1,5,2,3,4,1,6,1,2,3,4,5,5,2,3,4,1,2,3,5,2,1
A:6|T(12,6) order 24|0|1,2,3,1,2,4,2,1,5,2,1,2,2,3,1,2,5,2,1,4,1,2,1,5,1,2,3,1,1,4,2,2,5,1,1,4,1,1,2,2,4,1,1,5,2,1,1,4,1,2,3,1,2,3,1,2,2,2,3,1,2,1,5,2,2,2
A:7|T(12,7) order 24|0|1,2,1,2,3,4,1,2,1,2,5,5,2,1,2,1,4,3,2,1,2,1,2,1,2,3,4,1,2,1,5,2,1,2,1,4,3,2,1,2,1,2,3,4,1,5,2,1,2,1,4,1,2,1,2,3,5,2,1,2,1,2,1,5,2,1
A:8|T(12,8) order 24|2|1,2,2,3,4,2,4,5,3,1,2,3,4,2,2,5,3,2,4,1,2,1,5,2,2,3,1,2,4,4,2,3,4,2,1,5,3,2,1,1,2,2,3,4,4,1,5,4,2,3,2,2,3,4,2,3,4,1,2,1,2,2,3,2,1,5
A:9|T(12,9) order 24|2|1,2,3,2,4,5,1,2,6,2,4,4,2,6,2,1,5,4,2,3,2,1,2,3,2,4,5,1,2,6,4,2,6,2,1,5,4,2,1,2,3,2,4,5,1,4,2,6,2,1,5,1,2,3,2,4,4,2,6,2,1,2,3,4,2,1
A:10|T(12,10) order 24|2|1,2,3,4,1,5,6,4,7,2,6,6,2,7,4,6,5,1,4,3,2,1,2,3,4,1,5,6,4,7,6,2,7,4,6,5,1,4,1,2,3,4,1,5,6,6,2,7,4,6,5,1,2,3,4,1,6,2,7,4,1,2,3,6,2,1
