A:1|T(10,1) order 10|0|1,2,3,4,5,4,3,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,1,2,3,4,5,4,1,2,3,4,5,1,2,3,4,1,2,3,1,2,1
A:2|T(10,2) order 10|0|1,2,3,4,5,4,6,2,7,7,2,6,4,5,4,3,2,1,2,3,4,5,4,6,7,2,6,4,5,4,1,2,3,4,5,7,2,6,4,1,2,3,7,2,1
A:3|T(10,3) order 20|2|1,2,3,4,5,4,3,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,1,2,3,4,5,4,1,2,3,4,5,1,2,3,4,1,2,3,1,2,1
A:4|T(10,4) order 20|0|1,2,1,3,4,3,1,2,1,1,3,1,2,4,2,1,3,1,2,1,3,4,3,1,1,3,1,2,4,2,1,2,1,3,4,1,3,1,2,1,2,1,1,3,1
A:5|T(10,5) order 40|2|1,2,1,2,3,2,1,2,1,1,2,1,2,3,2,1,2,1,2,1,2,3,2,1,1,2,1,2,3,2,1,2,1,2,3,1,2,1,2,1,2,1,1,2,1
A:6|T(10,6) order 50|0|1,2,1,3,1,3,1,2,1,1,2,1,3,1,3,1,2,1,2,1,3,1,3,1,1,2,1,3,1,3,1,2,1,3,1,1,2,1,3,1,2,1,1,2,1
A:8|T(10,8) order 80|0|1,2,2,1,3,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,2,2,1,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1
A:9|T(10,9) order 100|2|1,2,1,3,1,3,1,2,1,1,2,1,3,1,3,1,2,1,2,1,3,1,3,1,1,2,1,3,1,3,1,2,1,3,1,1,2,1,3,1,2,1,1,2,1
A:10|T(10,10) order 100|0|1,2,1,3,1,3,1,2,1,1,2,1,3,1,3,1,2,1,2,1,3,1,3,1,1,2,1,3,1,3,1,2,1,3,1,1,2,1,3,1,2,1,1,2,1
A:14|T(10,14) order 160|0|1,2,2,1,3,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,2,2,1,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1
A:15|T(10,15) order 160|2|1,2,2,1,3,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,2,2,1,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1
A:16|T(10,16) order 160|2|1,2,2,1,3,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,2,2,1,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1
A:17|T(10,17) order 200|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:18|T(10,18) order 200|0|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:19|T(10,19) order 200|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:20|T(10,20) order 200|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:21|T(10,21) order 200|2|1,2,1,3,1,3,1,2,1,1,2,1,3,1,3,1,2,1,2,1,3,1,3,1,1,2,1,3,1,3,1,2,1,3,1,1,2,1,3,1,2,1,1,2,1
A:23|T(10,23) order 320|2|1,2,2,1,3,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,3,1,2,1,2,2,1,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1
A:24|T(10,24) order 320|2|1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
A:25|T(10,25) order 320|2|1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
A:27|T(10,27) order 400|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:28|T(10,28) order 400|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
A:29|T(10,29) order 640|2|1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
A:33|T(10,33) order 800|2|1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1
B:3+3+2+2:1.1.1.1|prod 3+3+2+2|2|1,1,2,2,2,3,3,4,4,1,2,2,2,3,3,4,4,2,2,2,3,3,4,4,5,5,6,6,7,7,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:3+3+2+2:1.2.1.1|prod 3+3+2+2|2|1,1,2,2,2,3,3,4,4,1,2,2,2,3,3,4,4,2,2,2,3,3,4,4,5,5,6,6,7,7,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:3+3+2+2:2.1.1.1|prod 3+3+2+2|2|1,1,2,2,2,3,3,4,4,1,2,2,2,3,3,4,4,2,2,2,3,3,4,4,5,5,6,6,7,7,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:3+3+2+2:2.2.1.1|prod 3+3+2+2|2|1,1,2,2,2,3,3,4,4,1,2,2,2,3,3,4,4,2,2,2,3,3,4,4,5,5,6,6,7,7,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:3+3+3+1:1.1.1.1|prod 3+3+3+1|P3|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:1.1.2.1|prod 3+3+3+1|0|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:1.2.1.1|prod 3+3+3+1|0|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:1.2.2.1|prod 3+3+3+1|2|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:2.1.1.1|prod 3+3+3+1|0|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:2.1.2.1|prod 3+3+3+1|2|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:2.2.1.1|prod 3+3+3+1|2|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:3+3+3+1:2.2.2.1|prod 3+3+3+1|2|1,1,2,2,2,3,3,3,4,1,2,2,2,3,3,3,4,2,2,2,3,3,3,4,5,5,6,6,6,7,5,6,6,6,7,6,6,6,7,8,8,9,8,9,9
B:4+2+2+2:1.1.1.1|prod 4+2+2+2|P2|1,2,1,3,3,4,4,5,5,1,2,3,3,4,4,5,5,1,3,3,4,4,5,5,3,3,4,4,5,5,6,7,7,8,8,7,7,8,8,9,10,10,10,10,11
B:4+2+2+2:2.1.1.1|prod 4+2+2+2|P2|1,2,3,4,4,5,5,6,6,3,2,4,4,5,5,6,6,1,4,4,5,5,6,6,4,4,5,5,6,6,7,8,8,9,9,8,8,9,9,10,11,11,11,11,12
B:4+2+2+2:3.1.1.1|prod 4+2+2+2|P2|1,2,1,3,3,4,4,5,5,1,2,3,3,4,4,5,5,1,3,3,4,4,5,5,3,3,4,4,5,5,6,7,7,8,8,7,7,8,8,9,10,10,10,10,11
B:4+2+2+2:4.1.1.1|prod 4+2+2+2|0|1,1,1,2,2,3,3,4,4,1,1,2,2,3,3,4,4,1,2,2,3,3,4,4,2,2,3,3,4,4,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:4+2+2+2:5.1.1.1|prod 4+2+2+2|2|1,1,1,2,2,3,3,4,4,1,1,2,2,3,3,4,4,1,2,2,3,3,4,4,2,2,3,3,4,4,5,6,6,7,7,6,6,7,7,8,9,9,9,9,10
B:4+3+2+1:1.1.1.1|prod 4+3+2+1|0|1,2,1,3,3,3,4,4,5,1,2,3,3,3,4,4,5,1,3,3,3,4,4,5,3,3,3,4,4,5,6,6,7,7,8,6,7,7,8,7,7,8,9,10,10
B:4+3+2+1:1.2.1.1|prod 4+3+2+1|2|1,2,1,3,3,3,4,4,5,1,2,3,3,3,4,4,5,1,3,3,3,4,4,5,3,3,3,4,4,5,6,6,7,7,8,6,7,7,8,7,7,8,9,10,10
B:4+3+2+1:2.1.1.1|prod 4+3+2+1|0|1,2,3,4,4,4,5,5,6,3,2,4,4,4,5,5,6,1,4,4,4,5,5,6,4,4,4,5,5,6,7,7,8,8,9,7,8,8,9,8,8,9,10,11,11
B:4+3+2+1:2.2.1.1|prod 4+3+2+1|2|1,2,3,4,4,4,5,5,6,3,2,4,4,4,5,5,6,1,4,4,4,5,5,6,4,4,4,5,5,6,7,7,8,8,9,7,8,8,9,8,8,9,10,11,11
B:4+3+2+1:3.1.1.1|prod 4+3+2+1|0|1,2,1,3,3,3,4,4,5,1,2,3,3,3,4,4,5,1,3,3,3,4,4,5,3,3,3,4,4,5,6,6,7,7,8,6,7,7,8,7,7,8,9,10,10
B:4+3+2+1:3.2.1.1|prod 4+3+2+1|2|1,2,1,3,3,3,4,4,5,1,2,3,3,3,4,4,5,1,3,3,3,4,4,5,3,3,3,4,4,5,6,6,7,7,8,6,7,7,8,7,7,8,9,10,10
B:4+3+2+1:4.1.1.1|prod 4+3+2+1|3|1,1,1,2,2,2,3,3,4,1,1,2,2,2,3,3,4,1,2,2,2,3,3,4,2,2,2,3,3,4,5,5,6,6,7,5,6,6,7,6,6,7,8,9,9
B:4+3+3:1.1.1|prod 4+3+3|0|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:1.1.2|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:1.2.1|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:1.2.2|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:2.1.1|prod 4+3+3|2|1,2,3,4,4,4,5,5,5,3,2,4,4,4,5,5,5,1,4,4,4,5,5,5,4,4,4,5,5,5,6,6,7,7,7,6,7,7,7,7,7,7,8,8,8
B:4+3+3:2.1.2|prod 4+3+3|2|1,2,3,4,4,4,5,5,5,3,2,4,4,4,5,5,5,1,4,4,4,5,5,5,4,4,4,5,5,5,6,6,7,7,7,6,7,7,7,7,7,7,8,8,8
B:4+3+3:2.2.1|prod 4+3+3|2|1,2,3,4,4,4,5,5,5,3,2,4,4,4,5,5,5,1,4,4,4,5,5,5,4,4,4,5,5,5,6,6,7,7,7,6,7,7,7,7,7,7,8,8,8
B:4+3+3:2.2.2|prod 4+3+3|2|1,2,3,4,4,4,5,5,5,3,2,4,4,4,5,5,5,1,4,4,4,5,5,5,4,4,4,5,5,5,6,6,7,7,7,6,7,7,7,7,7,7,8,8,8
B:4+3+3:3.1.1|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:3.1.2|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:3.2.1|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:3.2.2|prod 4+3+3|2|1,2,1,3,3,3,4,4,4,1,2,3,3,3,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,5,5,6,6,6,5,6,6,6,6,6,6,7,7,7
B:4+3+3:4.1.1|prod 4+3+3|3|1,1,1,2,2,2,3,3,3,1,1,2,2,2,3,3,3,1,2,2,2,3,3,3,2,2,2,3,3,3,4,4,5,5,5,4,5,5,5,5,5,5,6,6,6
B:4+4+1+1:1.1.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,6,8,9,6,7,8,9,6,8,9,8,9,10
B:4+4+1+1:1.2.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,8,9,10,8,7,9,10,6,9,10,9,10,11
B:4+4+1+1:1.3.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,6,8,9,6,7,8,9,6,8,9,8,9,10
B:4+4+1+1:1.4.1.1|prod 4+4+1+1|0|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,6,6,7,8,6,6,7,8,6,7,8,7,8,9
B:4+4+1+1:1.5.1.1|prod 4+4+1+1|2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,6,6,7,8,6,6,7,8,6,7,8,7,8,9
B:4+4+1+1:2.1.1.1|prod 4+4+1+1|P2|1,2,3,4,4,4,4,5,6,3,2,4,4,4,4,5,6,1,4,4,4,4,5,6,4,4,4,4,5,6,7,8,7,9,10,7,8,9,10,7,9,10,9,10,11
B:4+4+1+1:2.2.1.1|prod 4+4+1+1|P2|1,2,3,4,4,4,4,5,6,3,2,4,4,4,4,5,6,1,4,4,4,4,5,6,4,4,4,4,5,6,7,8,9,10,11,9,8,10,11,7,10,11,10,11,12
B:4+4+1+1:2.3.1.1|prod 4+4+1+1|P2|1,2,3,4,4,4,4,5,6,3,2,4,4,4,4,5,6,1,4,4,4,4,5,6,4,4,4,4,5,6,7,8,7,9,10,7,8,9,10,7,9,10,9,10,11
B:4+4+1+1:2.4.1.1|prod 4+4+1+1|0|1,2,3,4,4,4,4,5,6,3,2,4,4,4,4,5,6,1,4,4,4,4,5,6,4,4,4,4,5,6,7,7,7,8,9,7,7,8,9,7,8,9,8,9,10
B:4+4+1+1:2.5.1.1|prod 4+4+1+1|2|1,2,3,4,4,4,4,5,6,3,2,4,4,4,4,5,6,1,4,4,4,4,5,6,4,4,4,4,5,6,7,7,7,8,9,7,7,8,9,7,8,9,8,9,10
B:4+4+1+1:3.1.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,6,8,9,6,7,8,9,6,8,9,8,9,10
B:4+4+1+1:3.2.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,8,9,10,8,7,9,10,6,9,10,9,10,11
B:4+4+1+1:3.3.1.1|prod 4+4+1+1|P2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,7,6,8,9,6,7,8,9,6,8,9,8,9,10
B:4+4+1+1:3.4.1.1|prod 4+4+1+1|0|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,6,6,7,8,6,6,7,8,6,7,8,7,8,9
B:4+4+1+1:3.5.1.1|prod 4+4+1+1|2|1,2,1,3,3,3,3,4,5,1,2,3,3,3,3,4,5,1,3,3,3,3,4,5,3,3,3,3,4,5,6,6,6,7,8,6,6,7,8,6,7,8,7,8,9
B:4+4+1+1:4.1.1.1|prod 4+4+1+1|0|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,6,5,7,8,5,6,7,8,5,7,8,7,8,9
B:4+4+1+1:4.2.1.1|prod 4+4+1+1|0|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,6,7,8,9,7,6,8,9,5,8,9,8,9,10
B:4+4+1+1:4.3.1.1|prod 4+4+1+1|0|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,6,5,7,8,5,6,7,8,5,7,8,7,8,9
B:4+4+1+1:4.4.1.1|prod 4+4+1+1|3|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,5,5,6,7,5,5,6,7,5,6,7,6,7,8
B:4+4+1+1:5.1.1.1|prod 4+4+1+1|2|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,6,5,7,8,5,6,7,8,5,7,8,7,8,9
B:4+4+1+1:5.2.1.1|prod 4+4+1+1|2|1,1,1,2,2,2,2,3,4,1,1,2,2,2,2,3,4,1,2,2,2,2,3,4,2,2,2,2,3,4,5,6,7,8,9,7,6,8,9,5,8,9,8,9,10
