n,C(n2),mu_bound,density,parts,certified_K,partcap,certified,fallback,witness
1520,1154440,136957,0.118635,2,3,2,1,0,p=613 q=151: 1x907* + 1x613   (* foreign)
1521,1155960,127764,0.110526,1,4,3,1,0,p=13 q=3: 9x169
1522,1157481,578360,0.499671,1,2,1,1,0,p=761 q=2: 2x761
1524,1160526,218130,0.187958,2,3,2,1,0,p=661 q=431: 1x863* + 1x661   (* foreign)
1525,1162050,114481,0.098516,3,4,3,1,0,p=523 q=239: 1x523 + 1x523 + 1x479*   (* foreign)
1526,1163575,158603,0.136307,2,3,2,1,0,p=3 q=199: 1x797* + 1x729   (* foreign)
1527,1165101,387858,0.332896,1,2,1,1,0,p=509 q=3: 3x509
1528,1166628,258121,0.221254,2,3,2,1,0,p=809 q=359: 1x809 + 1x719*   (* foreign)
1529,1168156,118341,0.101306,3,4,3,1,0,p=521 q=3: 1x521 + 1x521 + 1x487*   (* foreign)
1530,1169685,258121,0.220676,2,3,2,1,0,p=811 q=359: 1x811 + 1x719*   (* foreign)
1532,1172746,292612,0.249510,1,3,2,1,0,p=383 q=2: 4x383
1533,1174278,118341,0.100778,3,4,3,1,0,p=523 q=3: 1x523 + 1x523 + 1x487*   (* foreign)
1534,1175811,208981,0.177733,2,3,2,1,0,p=647 q=443: 1x887* + 1x647   (* foreign)
1535,1177345,234855,0.199478,1,3,2,1,0,p=307 q=5: 5x307
1536,1178880,392448,0.332899,1,2,1,1,0,p=2 q=3: 3x512
1537,1180416,118341,0.100254,3,4,3,1,0,p=487 q=281: 1x563* + 1x487 + 1x487   (* foreign)
1538,1181953,590592,0.499675,1,2,1,1,0,p=769 q=2: 2x769
1539,1183491,97903,0.082724,3,4,3,1,0,p=443 q=163: 1x653* + 1x443 + 1x443   (* foreign)
1540,1185030,258121,0.217818,2,3,2,1,0,p=821 q=359: 1x821 + 1x719*   (* foreign)
1541,1186570,74112,0.062459,2,5,4,1,0,p=193 q=2: 4x193 + 1x769*   (* foreign)
1542,1188111,258121,0.217253,2,3,2,1,0,p=823 q=359: 1x823 + 1x719*   (* foreign)
1544,1191196,148224,0.124433,1,3,2,1,0,p=193 q=2: 8x193
1545,1192740,126253,0.105851,3,4,3,1,0,p=521 q=251: 1x521 + 1x521 + 1x503*   (* foreign)
1546,1194285,596756,0.499676,1,2,1,1,0,p=773 q=2: 2x773
1547,1195831,98432,0.082313,2,4,3,1,0,p=389 q=2: 2x389 + 1x769*   (* foreign)
1548,1197378,258121,0.215572,2,3,2,1,0,p=829 q=359: 1x829 + 1x719*   (* foreign)
1550,1200475,136957,0.114086,2,3,2,1,0,p=643 q=151: 1x907* + 1x643   (* foreign)
1551,1202025,130816,0.108830,2,4,3,1,0,p=2 q=173: 1x1039* + 1x512   (* foreign)
1552,1203576,161596,0.134263,2,3,2,1,0,p=569 q=491: 1x983* + 1x569   (* foreign)
1554,1206681,238395,0.197563,2,3,2,1,0,p=691 q=431: 1x863* + 1x691   (* foreign)
1555,1208235,241025,0.199485,1,3,2,1,0,p=311 q=5: 5x311
1556,1209790,301864,0.249518,1,3,2,1,0,p=389 q=2: 4x389
1557,1211346,133902,0.110540,1,4,3,1,0,p=173 q=3: 9x173
1558,1212903,258121,0.212813,2,3,2,1,0,p=719 q=419: 1x839* + 1x719   (* foreign)
1560,1216020,258121,0.212267,2,3,2,1,0,p=29 q=359: 1x841 + 1x719*   (* foreign)
1561,1217580,173271,0.142308,1,3,2,1,0,p=223 q=7: 7x223
1562,1219141,136503,0.111967,2,3,2,1,0,p=523 q=173: 1x1039* + 1x523   (* foreign)
1563,1220703,406380,0.332907,1,2,1,1,0,p=521 q=3: 3x521
1564,1222266,245350,0.200734,2,3,2,1,0,p=701 q=431: 1x863* + 1x701   (* foreign)
1565,1223830,244140,0.199488,1,3,2,1,0,p=313 q=5: 5x313
1566,1225395,263901,0.215360,2,3,2,1,0,p=727 q=419: 1x839* + 1x727   (* foreign)
1568,1228528,265356,0.215995,2,3,2,1,0,p=3 q=419: 1x839* + 1x729   (* foreign)
1569,1230096,409509,0.332908,1,2,1,1,0,p=523 q=3: 3x523
1570,1231665,232903,0.189096,2,3,2,1,0,p=683 q=443: 1x887* + 1x683   (* foreign)
1572,1234806,268278,0.217263,2,3,2,1,0,p=733 q=419: 1x839* + 1x733   (* foreign)
1573,1236378,114481,0.092594,3,4,3,1,0,p=547 q=239: 1x547 + 1x547 + 1x479*   (* foreign)
1574,1237951,618582,0.499682,1,2,1,1,0,p=787 q=2: 2x787
1575,1239525,106030,0.085541,3,4,3,1,0,p=461 q=163: 1x653* + 1x461 + 1x461   (* foreign)
1576,1241100,258121,0.207978,2,3,2,1,0,p=857 q=359: 1x857 + 1x719*   (* foreign)
1577,1242676,68801,0.055365,3,5,4,1,0,p=467 q=107: 1x643* + 1x467 + 1x467   (* foreign)
1578,1244253,272691,0.219160,2,3,2,1,0,p=739 q=419: 1x839* + 1x739   (* foreign)
1580,1247410,146070,0.117099,2,3,2,1,0,p=541 q=173: 1x1039* + 1x541   (* foreign)
1581,1248990,129286,0.103512,3,4,3,1,0,p=509 q=281: 1x563* + 1x509 + 1x509   (* foreign)
1582,1250571,275653,0.220422,2,3,2,1,0,p=743 q=419: 1x839* + 1x743   (* foreign)
1584,1253736,180300,0.143810,2,3,2,1,0,p=601 q=491: 1x983* + 1x601   (* foreign)
1585,1255320,250430,0.199495,1,3,2,1,0,p=317 q=5: 5x317
1586,1256905,149331,0.118809,2,3,2,1,0,p=547 q=173: 1x1039* + 1x547   (* foreign)
1587,1258491,418968,0.332913,1,2,1,1,0,p=23 q=3: 3x529
1588,1260078,314424,0.249527,1,3,2,1,0,p=397 q=2: 4x397
1589,1261666,179557,0.142317,1,3,2,1,0,p=227 q=7: 7x227
1590,1263255,281625,0.222936,2,3,2,1,0,p=751 q=419: 1x839* + 1x751   (* foreign)
1591,1264845,104196,0.082378,3,4,3,1,0,p=457 q=13: 1x677* + 1x457 + 1x457   (* foreign)
1592,1266436,265356,0.209530,2,3,2,1,0,p=3 q=431: 1x863* + 1x729   (* foreign)
1593,1268028,126253,0.099566,3,4,3,1,0,p=503 q=293: 1x587* + 1x503 + 1x503   (* foreign)
1594,1269621,634412,0.499686,1,2,1,1,0,p=797 q=2: 2x797
1595,1271215,64021,0.050362,3,5,4,1,0,p=359 q=73: 1x877* + 1x359 + 1x359   (* foreign)
1596,1272810,286146,0.224814,2,3,2,1,0,p=757 q=419: 1x839* + 1x757   (* foreign)
1598,1276003,136957,0.107333,2,4,3,1,0,p=691 q=151: 1x907* + 1x691   (* foreign)
1599,1277601,130816,0.102392,2,4,3,1,0,p=2 q=181: 1x1087* + 1x512   (* foreign)
1600,1279200,289180,0.226063,2,3,2,1,0,p=761 q=419: 1x839* + 1x761   (* foreign)
1602,1282401,272691,0.212641,2,3,2,1,0,p=739 q=431: 1x863* + 1x739   (* foreign)
1603,1284003,182742,0.142322,1,3,2,1,0,p=229 q=7: 7x229
1604,1285606,320800,0.249532,1,3,2,1,0,p=401 q=2: 4x401
1605,1287210,135460,0.105235,3,4,3,1,0,p=521 q=281: 1x563* + 1x521 + 1x521   (* foreign)
1606,1288815,275653,0.213881,2,3,2,1,0,p=743 q=431: 1x863* + 1x743   (* foreign)
1608,1292028,295296,0.228552,2,3,2,1,0,p=769 q=419: 1x839* + 1x769   (* foreign)
1610,1295245,162735,0.125640,2,3,2,1,0,p=571 q=173: 1x1039* + 1x571   (* foreign)
1611,1296855,171991,0.132622,2,3,2,1,0,p=2 q=293: 1x1024 + 1x587*   (* foreign)
1612,1298466,298378,0.229793,2,3,2,1,0,p=773 q=419: 1x839* + 1x773   (* foreign)
1614,1301691,281625,0.216353,2,3,2,1,0,p=751 q=431: 1x863* + 1x751   (* foreign)
1615,1303305,88410,0.067835,3,4,3,1,0,p=421 q=193: 1x773* + 1x421 + 1x421   (* foreign)
1616,1304920,265356,0.203350,2,3,2,1,0,p=3 q=443: 1x887* + 1x729   (* foreign)
1617,1306536,126253,0.096632,3,4,3,1,0,p=557 q=251: 1x557 + 1x557 + 1x503*   (* foreign)
1618,1308153,653672,0.499691,1,2,1,1,0,p=809 q=2: 2x809
1620,1311390,286146,0.218201,2,3,2,1,0,p=757 q=431: 1x863* + 1x757   (* foreign)
1622,1314631,656910,0.499692,1,2,1,1,0,p=811 q=2: 2x811
1623,1316253,438210,0.332922,1,2,1,1,0,p=541 q=3: 3x541
1624,1317876,289180,0.219429,2,3,2,1,0,p=761 q=431: 1x863* + 1x761   (* foreign)
1625,1319500,118341,0.089686,3,4,3,1,0,p=569 q=3: 1x569 + 1x569 + 1x487*   (* foreign)
1626,1321125,309291,0.234112,2,3,2,1,0,p=787 q=419: 1x839* + 1x787   (* foreign)
1628,1324378,146070,0.110293,2,4,3,1,0,p=541 q=181: 1x1087* + 1x541   (* foreign)
1629,1326006,146610,0.110565,1,4,3,1,0,p=181 q=3: 9x181
1630,1327635,275653,0.207627,2,3,2,1,0,p=743 q=443: 1x887* + 1x743   (* foreign)
1631,1329265,189196,0.142331,1,3,2,1,0,p=233 q=7: 7x233
1632,1330896,295296,0.221878,2,3,2,1,0,p=769 q=431: 1x863* + 1x769   (* foreign)
1633,1332528,136503,0.102439,3,4,3,1,0,p=523 q=293: 1x587* + 1x523 + 1x523   (* foreign)
1634,1334161,149331,0.111929,2,3,2,1,0,p=547 q=181: 1x1087* + 1x547   (* foreign)
1635,1335795,114413,0.085652,3,4,3,1,0,p=479 q=13: 1x677* + 1x479 + 1x479   (* foreign)
1636,1337430,333744,0.249541,1,3,2,1,0,p=409 q=2: 4x409
1638,1340703,281625,0.210058,2,3,2,1,0,p=751 q=443: 1x887* + 1x751   (* foreign)
1639,1342341,121286,0.090354,1,4,3,1,0,p=149 q=11: 11x149
1640,1343980,179747,0.133742,2,3,2,1,0,p=601 q=173: 1x1039* + 1x601   (* foreign)
1641,1345620,447993,0.332927,1,2,1,1,0,p=547 q=3: 3x547
1642,1347261,673220,0.499695,1,2,1,1,0,p=821 q=2: 2x821
1643,1348903,64021,0.047462,3,5,4,1,0,p=383 q=73: 1x877* + 1x383 + 1x383   (* foreign)
1644,1350546,286146,0.211874,2,3,2,1,0,p=757 q=443: 1x887* + 1x757   (* foreign)
1645,1352190,146070,0.108025,3,4,3,1,0,p=541 q=281: 1x563* + 1x541 + 1x541   (* foreign)
1646,1353835,676506,0.499696,1,2,1,1,0,p=823 q=2: 2x823
1647,1355481,98432,0.072618,2,4,3,1,0,p=439 q=2: 2x439 + 1x769*   (* foreign)
1648,1357128,326836,0.240829,2,3,2,1,0,p=809 q=419: 1x839* + 1x809   (* foreign)
1649,1358776,93875,0.069088,3,4,3,1,0,p=449 q=5: 1x751* + 1x449 + 1x449   (* foreign)
1650,1360425,328455,0.241436,2,3,2,1,0,p=811 q=419: 1x839* + 1x811   (* foreign)
1651,1362075,114413,0.083999,3,4,3,1,0,p=487 q=13: 1x677* + 1x487 + 1x487   (* foreign)
1652,1363726,179747,0.131806,2,3,2,1,0,p=613 q=173: 1x1039* + 1x613   (* foreign)
1653,1365378,114481,0.083846,3,4,3,1,0,p=587 q=239: 1x587 + 1x587 + 1x479*   (* foreign)
1654,1367031,683102,0.499698,1,2,1,1,0,p=827 q=2: 2x827
1655,1368685,273075,0.199516,1,3,2,1,0,p=331 q=5: 5x331
1656,1370340,295296,0.215491,2,3,2,1,0,p=769 q=443: 1x887* + 1x769   (* foreign)
1658,1373653,686412,0.499698,1,2,1,1,0,p=829 q=2: 2x829
1659,1375311,114413,0.083191,3,4,3,1,0,p=491 q=13: 1x677* + 1x491 + 1x491   (* foreign)
1660,1376970,336610,0.244457,2,3,2,1,0,p=821 q=419: 1x839* + 1x821   (* foreign)
1661,1378630,124575,0.090361,1,4,3,1,0,p=151 q=11: 11x151
1662,1380291,338253,0.245059,2,3,2,1,0,p=823 q=419: 1x839* + 1x823   (* foreign)
1664,1383616,179747,0.129911,2,3,2,1,0,p=5 q=173: 1x1039* + 1x625   (* foreign)
1665,1385280,114481,0.082641,3,4,3,1,0,p=593 q=239: 1x593 + 1x593 + 1x479*   (* foreign)
1666,1386945,341551,0.246261,2,3,2,1,0,p=827 q=419: 1x839* + 1x827   (* foreign)
1668,1390278,343206,0.246861,2,3,2,1,0,p=829 q=419: 1x839* + 1x829   (* foreign)
1670,1393615,179747,0.128979,2,3,2,1,0,p=631 q=173: 1x1039* + 1x631   (* foreign)
1671,1395285,464538,0.332934,1,2,1,1,0,p=557 q=3: 3x557
1672,1396956,326836,0.233963,2,3,2,1,0,p=809 q=431: 1x863* + 1x809   (* foreign)
1673,1398628,199087,0.142344,1,3,2,1,0,p=239 q=7: 7x239
1674,1400301,328455,0.234560,2,3,2,1,0,p=811 q=431: 1x863* + 1x811   (* foreign)
1675,1401975,114413,0.081608,3,4,3,1,0,p=499 q=13: 1x677* + 1x499 + 1x499   (* foreign)
1676,1403650,350284,0.249552,1,3,2,1,0,p=419 q=2: 4x419
1677,1405326,154846,0.110185,3,4,3,1,0,p=557 q=281: 1x563* + 1x557 + 1x557   (* foreign)
1678,1407003,703082,0.499702,1,2,1,1,0,p=839 q=2: 2x839
1679,1408681,68906,0.048915,2,5,4,1,0,p=263 q=2: 1x1153* + 2x263   (* foreign)
1680,1410360,351541,0.249256,2,3,2,1,0,p=29 q=419: 1x841 + 1x839*   (* foreign)
1682,1413721,706440,0.499703,1,2,1,1,0,p=29 q=2: 2x841
1683,1415403,114413,0.080834,3,4,3,1,0,p=503 q=13: 1x677* + 1x503 + 1x503   (* foreign)
1684,1417086,353640,0.249554,1,3,2,1,0,p=421 q=2: 4x421
1685,1418770,283080,0.199525,1,3,2,1,0,p=337 q=5: 5x337
1686,1420455,338253,0.238130,2,3,2,1,0,p=823 q=431: 1x863* + 1x823   (* foreign)
1687,1422141,202440,0.142349,1,3,2,1,0,p=241 q=7: 7x241
1688,1423828,180300,0.126630,2,3,2,1,0,p=601 q=181: 1x1087* + 1x601   (* foreign)
1689,1425516,474609,0.332938,1,2,1,1,0,p=563 q=3: 3x563
1690,1427205,341551,0.239315,2,3,2,1,0,p=827 q=431: 1x863* + 1x827   (* foreign)
1691,1428895,98432,0.068887,2,4,3,1,0,p=461 q=2: 2x461 + 1x769*   (* foreign)
1692,1430586,351541,0.245732,2,3,2,1,0,p=853 q=419: 1x853 + 1x839*   (* foreign)
1694,1433971,183921,0.128260,2,3,2,1,0,p=607 q=181: 1x1087* + 1x607   (* foreign)
1695,1435665,114413,0.079693,3,4,3,1,0,p=509 q=13: 1x677* + 1x509 + 1x509   (* foreign)
1696,1437360,351541,0.244574,2,3,2,1,0,p=857 q=419: 1x857 + 1x839*   (* foreign)
1698,1440753,351541,0.243998,2,3,2,1,0,p=859 q=419: 1x859 + 1x839*   (* foreign)
1700,1444150,187578,0.129888,2,3,2,1,0,p=613 q=181: 1x1087* + 1x613   (* foreign)
1701,1445850,205821,0.142353,1,3,2,1,0,p=3 q=7: 7x243
1702,1447551,351541,0.242852,2,3,2,1,0,p=839 q=431: 1x863* + 1x839   (* foreign)
1703,1449253,110695,0.076381,1,4,3,1,0,p=131 q=13: 13x131
1704,1450956,353220,0.243439,2,3,2,1,0,p=29 q=431: 1x863* + 1x841   (* foreign)
1705,1452660,158203,0.108906,3,4,3,1,0,p=571 q=281: 1x571 + 1x571 + 1x563*   (* foreign)
1706,1454365,726756,0.499707,1,2,1,1,0,p=853 q=2: 2x853
1707,1456071,484788,0.332943,1,2,1,1,0,p=569 q=3: 3x569
1708,1457778,336610,0.230906,2,3,2,1,0,p=821 q=443: 1x887* + 1x821   (* foreign)
1710,1461195,338253,0.231491,2,3,2,1,0,p=823 q=443: 1x887* + 1x823   (* foreign)
1711,1462905,106439,0.072759,3,4,3,1,0,p=23 q=163: 1x653* + 1x529 + 1x529   (* foreign)
1712,1464616,265356,0.181178,2,3,2,1,0,p=3 q=491: 1x983* + 1x729   (* foreign)
1713,1466328,488205,0.332944,1,2,1,1,0,p=571 q=3: 3x571
1714,1468041,733592,0.499708,1,2,1,1,0,p=857 q=2: 2x857
1715,1469755,293265,0.199533,1,3,2,1,0,p=7 q=5: 5x343
1716,1471470,363378,0.246949,2,3,2,1,0,p=853 q=431: 1x863* + 1x853   (* foreign)
1717,1473186,158203,0.107388,3,4,3,1,0,p=577 q=281: 1x577 + 1x577 + 1x563*   (* foreign)
1718,1474903,737022,0.499709,1,2,1,1,0,p=859 q=2: 2x859
1719,1476621,163305,0.110594,1,4,3,1,0,p=191 q=3: 9x191
1720,1478340,366796,0.248113,2,3,2,1,0,p=857 q=431: 1x863* + 1x857   (* foreign)
1722,1481781,368511,0.248695,2,3,2,1,0,p=859 q=431: 1x863* + 1x859   (* foreign)
1724,1485226,370660,0.249565,1,3,2,1,0,p=431 q=2: 4x431
1725,1486950,161596,0.108676,3,4,3,1,0,p=569 q=293: 1x587* + 1x569 + 1x569   (* foreign)
1726,1488675,743906,0.499710,1,2,1,1,0,p=863 q=2: 2x863
1727,1490401,134706,0.090382,1,4,3,1,0,p=157 q=11: 11x157
1728,1492128,353220,0.236722,2,3,2,1,0,p=29 q=443: 1x887* + 1x841   (* foreign)
1729,1493856,162735,0.108936,3,4,3,1,0,p=571 q=293: 1x587* + 1x571 + 1x571   (* foreign)
1730,1495585,196747,0.131552,2,3,2,1,0,p=643 q=181: 1x1087* + 1x643   (* foreign)
1731,1497315,498528,0.332948,1,2,1,1,0,p=577 q=3: 3x577
1732,1499046,374112,0.249567,1,3,2,1,0,p=433 q=2: 4x433
1734,1502511,281625,0.187436,2,3,2,1,0,p=751 q=491: 1x983* + 1x751   (* foreign)
1735,1504245,300155,0.199539,1,3,2,1,0,p=347 q=5: 5x347
1736,1505980,136957,0.090942,2,4,3,1,0,p=829 q=151: 1x907* + 1x829   (* foreign)
1737,1507716,166752,0.110599,1,4,3,1,0,p=193 q=3: 9x193
1738,1509453,258121,0.171003,2,3,2,1,0,p=719 q=509: 1x1019* + 1x719   (* foreign)
1739,1511191,73792,0.048830,2,5,4,1,0,p=293 q=2: 1x1153* + 2x293   (* foreign)
1740,1512930,371953,0.245849,2,3,2,1,0,p=877 q=431: 1x877 + 1x863*   (* foreign)
1742,1516411,122513,0.080791,2,4,3,1,0,p=23 q=101: 1x1213* + 1x529   (* foreign)
1743,1518153,258121,0.170023,2,3,2,1,0,p=2 q=359: 1x1024 + 1x719*   (* foreign)
1744,1519896,371953,0.244723,2,3,2,1,0,p=881 q=431: 1x881 + 1x863*   (* foreign)
1745,1521640,303630,0.199541,1,3,2,1,0,p=349 q=5: 5x349
1746,1523385,371953,0.244162,2,3,2,1,0,p=883 q=431: 1x883 + 1x863*   (* foreign)
1748,1526878,265356,0.173790,2,3,2,1,0,p=3 q=509: 1x1019* + 1x729   (* foreign)
1749,1528626,158203,0.103494,3,4,3,1,0,p=593 q=281: 1x593 + 1x593 + 1x563*   (* foreign)
1750,1530375,371953,0.243047,2,3,2,1,0,p=863 q=443: 1x887* + 1x863   (* foreign)
1751,1532125,98432,0.064245,2,4,3,1,0,p=491 q=2: 2x491 + 1x769*   (* foreign)
1752,1533876,295296,0.192516,2,3,2,1,0,p=769 q=491: 1x983* + 1x769   (* foreign)
1754,1537381,768252,0.499715,1,2,1,1,0,p=877 q=2: 2x877
1755,1539135,120295,0.078158,3,4,3,1,0,p=491 q=193: 1x773* + 1x491 + 1x491   (* foreign)
1756,1540890,384564,0.249573,1,3,2,1,0,p=439 q=2: 4x439
1757,1542646,219625,0.142369,1,3,2,1,0,p=251 q=7: 7x251
1758,1544403,351541,0.227623,2,3,2,1,0,p=919 q=419: 1x919 + 1x839*   (* foreign)
1760,1547920,196747,0.127104,2,3,2,1,0,p=673 q=181: 1x1087* + 1x673   (* foreign)
1761,1549680,515973,0.332955,1,2,1,1,0,p=587 q=3: 3x587
1762,1551441,775280,0.499716,1,2,1,1,0,p=881 q=2: 2x881
1763,1553203,73153,0.047098,3,5,4,1,0,p=383 q=83: 1x997* + 1x383 + 1x383   (* foreign)
1764,1554966,384126,0.247032,2,3,2,1,0,p=877 q=443: 1x887* + 1x877   (* foreign)
1765,1556730,310640,0.199546,1,3,2,1,0,p=353 q=5: 5x353
1766,1558495,778806,0.499717,1,2,1,1,0,p=883 q=2: 2x883
1767,1560261,106439,0.068219,3,4,3,1,0,p=557 q=163: 1x653* + 1x557 + 1x557   (* foreign)
1768,1562028,387640,0.248165,2,3,2,1,0,p=881 q=443: 1x887* + 1x881   (* foreign)
1769,1563796,118341,0.075675,3,4,3,1,0,p=641 q=3: 1x641 + 1x641 + 1x487*   (* foreign)
1770,1565565,389403,0.248730,2,3,2,1,0,p=883 q=443: 1x887* + 1x883   (* foreign)
1771,1567335,124251,0.079275,3,4,3,1,0,p=499 q=193: 1x773* + 1x499 + 1x499   (* foreign)
1772,1569106,391612,0.249577,1,3,2,1,0,p=443 q=2: 4x443
1773,1570878,173754,0.110609,1,4,3,1,0,p=197 q=3: 9x197
1774,1572651,785882,0.499718,1,2,1,1,0,p=887 q=2: 2x887
1775,1574425,98432,0.062519,2,4,3,1,0,p=503 q=2: 2x503 + 1x769*   (* foreign)
1776,1576200,351541,0.223031,2,3,2,1,0,p=937 q=419: 1x937 + 1x839*   (* foreign)
1778,1579753,196747,0.124543,2,3,2,1,0,p=691 q=181: 1x1087* + 1x691   (* foreign)
1779,1581531,526584,0.332958,1,2,1,1,0,p=593 q=3: 3x593
1780,1583310,351541,0.222029,2,3,2,1,0,p=941 q=419: 1x941 + 1x839*   (* foreign)
1781,1585090,121108,0.076404,1,4,3,1,0,p=137 q=13: 13x137
1782,1586871,371953,0.234394,2,3,2,1,0,p=919 q=431: 1x919 + 1x863*   (* foreign)
1784,1590436,198024,0.124509,1,3,2,1,0,p=223 q=2: 8x223
1785,1592220,171991,0.108020,3,4,3,1,0,p=599 q=293: 1x599 + 1x599 + 1x587*   (* foreign)
1786,1594005,351541,0.220539,2,3,2,1,0,p=947 q=419: 1x947 + 1x839*   (* foreign)
1788,1597578,295296,0.184840,2,3,2,1,0,p=769 q=509: 1x1019* + 1x769   (* foreign)
1790,1601155,179747,0.112261,2,3,2,1,0,p=751 q=173: 1x1039* + 1x751   (* foreign)
1791,1602945,177309,0.110615,1,4,3,1,0,p=199 q=3: 9x199
1792,1604736,371953,0.231785,2,3,2,1,0,p=929 q=431: 1x929 + 1x863*   (* foreign)
1793,1606528,145233,0.090402,1,4,3,1,0,p=163 q=11: 11x163
1794,1608321,392941,0.244318,2,3,2,1,0,p=907 q=443: 1x907 + 1x887*   (* foreign)
1795,1610115,321305,0.199554,1,3,2,1,0,p=359 q=5: 5x359
1796,1611910,402304,0.249582,1,3,2,1,0,p=449 q=2: 4x449
1797,1613706,537303,0.332962,1,2,1,1,0,p=599 q=3: 3x599
1798,1615503,392941,0.243231,2,3,2,1,0,p=911 q=443: 1x911 + 1x887*   (* foreign)
1799,1617301,230272,0.142380,1,3,2,1,0,p=257 q=7: 7x257
1800,1619100,371953,0.229728,2,3,2,1,0,p=937 q=431: 1x937 + 1x863*   (* foreign)
1802,1622701,98432,0.060659,2,5,4,1,0,p=1033 q=2: 1x1033 + 1x769*   (* foreign)
1803,1624503,540900,0.332963,1,2,1,1,0,p=601 q=3: 3x601
1804,1626306,371953,0.228710,2,3,2,1,0,p=941 q=431: 1x941 + 1x863*   (* foreign)
1805,1628110,324900,0.199557,1,3,2,1,0,p=19 q=5: 5x361
1806,1629915,392941,0.241081,2,3,2,1,0,p=919 q=443: 1x919 + 1x887*   (* foreign)
1807,1631721,124683,0.076412,1,4,3,1,0,p=139 q=13: 13x139
1808,1633528,179747,0.110036,2,4,3,1,0,p=769 q=173: 1x1039* + 1x769   (* foreign)
1809,1635336,126253,0.077203,3,4,3,1,0,p=653 q=251: 1x653 + 1x653 + 1x503*   (* foreign)
1810,1637145,371953,0.227196,2,3,2,1,0,p=947 q=431: 1x947 + 1x863*   (* foreign)
1812,1640766,343206,0.209174,2,3,2,1,0,p=829 q=491: 1x983* + 1x829   (* foreign)
1813,1642578,171991,0.104708,3,4,3,1,0,p=613 q=293: 1x613 + 1x613 + 1x587*   (* foreign)
1814,1644391,821742,0.499724,1,2,1,1,0,p=907 q=2: 2x907
1815,1646205,135460,0.082286,3,4,3,1,0,p=521 q=193: 1x773* + 1x521 + 1x521   (* foreign)
1816,1648020,392941,0.238432,2,3,2,1,0,p=929 q=443: 1x929 + 1x887*   (* foreign)
1817,1649836,75466,0.045742,3,5,4,1,0,p=389 q=173: 1x1039* + 1x389 + 1x389   (* foreign)
1818,1651653,250986,0.151960,2,3,2,1,0,p=709 q=277: 1x1109* + 1x709   (* foreign)
1819,1653471,136503,0.082555,3,4,3,1,0,p=523 q=193: 1x773* + 1x523 + 1x523   (* foreign)
1820,1655290,196747,0.118860,2,3,2,1,0,p=733 q=181: 1x1087* + 1x733   (* foreign)
1821,1657110,551763,0.332967,1,2,1,1,0,p=607 q=3: 3x607
1822,1658931,829010,0.499725,1,2,1,1,0,p=911 q=2: 2x911
1824,1662576,392941,0.236345,2,3,2,1,0,p=937 q=443: 1x937 + 1x887*   (* foreign)
1825,1664400,171991,0.103335,3,4,3,1,0,p=619 q=293: 1x619 + 1x619 + 1x587*   (* foreign)
1826,1666225,196747,0.118079,2,3,2,1,0,p=739 q=181: 1x1087* + 1x739   (* foreign)
1827,1668051,106439,0.063810,3,4,3,1,0,p=587 q=163: 1x653* + 1x587 + 1x587   (* foreign)
1828,1669878,416784,0.249589,1,3,2,1,0,p=457 q=2: 4x457
1829,1671706,112751,0.067447,3,4,3,1,0,p=503 q=137: 1x823* + 1x503 + 1x503   (* foreign)
1830,1673535,371953,0.222256,2,3,2,1,0,p=967 q=431: 1x967 + 1x863*   (* foreign)
1832,1677196,208848,0.124522,1,3,2,1,0,p=229 q=2: 8x229
1833,1679028,154846,0.092224,3,4,3,1,0,p=557 q=359: 1x719* + 1x557 + 1x557   (* foreign)
1834,1680861,392941,0.233774,2,3,2,1,0,p=947 q=443: 1x947 + 1x887*   (* foreign)
1835,1682695,335805,0.199564,1,3,2,1,0,p=367 q=5: 5x367
1836,1684530,363378,0.215715,2,3,2,1,0,p=853 q=491: 1x983* + 1x853   (* foreign)
1837,1686366,171991,0.101989,3,4,3,1,0,p=5 q=293: 1x625 + 1x625 + 1x587*   (* foreign)
1838,1688203,843642,0.499728,1,2,1,1,0,p=919 q=2: 2x919
1839,1690041,562734,0.332971,1,2,1,1,0,p=613 q=3: 3x613
1840,1691880,392941,0.232251,2,3,2,1,0,p=953 q=443: 1x953 + 1x887*   (* foreign)
1841,1693720,241171,0.142391,1,3,2,1,0,p=263 q=7: 7x263
1842,1695561,368511,0.217339,2,3,2,1,0,p=859 q=491: 1x983* + 1x859   (* foreign)
1843,1697403,136503,0.080419,3,4,3,1,0,p=523 q=199: 1x797* + 1x523 + 1x523   (* foreign)
1844,1699246,424120,0.249593,1,3,2,1,0,p=461 q=2: 4x461
1845,1701090,158203,0.093001,3,4,3,1,0,p=563 q=359: 1x719* + 1x563 + 1x563   (* foreign)
1846,1702935,371953,0.218419,2,3,2,1,0,p=863 q=491: 1x983* + 1x863   (* foreign)
1848,1706628,392941,0.230244,2,3,2,1,0,p=31 q=443: 1x961 + 1x887*   (* foreign)
1850,1710325,179747,0.105095,2,4,3,1,0,p=811 q=173: 1x1039* + 1x811   (* foreign)
1851,1712175,570108,0.332973,1,2,1,1,0,p=617 q=3: 3x617
1852,1714026,427812,0.249595,1,3,2,1,0,p=463 q=2: 4x463
1853,1715878,118341,0.068968,3,4,3,1,0,p=683 q=3: 1x683 + 1x683 + 1x487*   (* foreign)
1854,1717731,392941,0.228756,2,3,2,1,0,p=967 q=443: 1x967 + 1x887*   (* foreign)
